V101,StateName
302805768,North Carolina
302805770,Oklahoma
302805771,Washington
302805786,Alabama
302805787,California
302805830,New York
302805841,North Carolina
302805897,Illinois
302805909,Montana
302805941,Virginia
302805942,New York
302805953,New Jersey
302805976,New York
302805978,Florida
302805985,Pennsylvania
302805987,Pennsylvania
302806006,Washington
302806017,Maine
302806032,California
302806035,Florida
302806053,Virginia
302806081,Texas
302806082,New Jersey
302806099,New Jersey
302806103,California
302806159,Ohio
302806162,New York
302806168,Louisiana
302806176,Ohio
302806177,Indiana
302806191,South Carolina
302806327,Pennsylvania
302806338,California
302806339,Minnesota
302806371,Florida
302806385,Wisconsin
302806393,Alabama
302806395,Colorado
302806396,Nevada
302806404,Minnesota
302806407,Missouri
302806420,Washington
302806435,Florida
302806448,California
302806472,Illinois
302806481,Ohio
302806534,New York
302806651,Ohio
302806667,Pennsylvania
302806701,Texas
302806722,Arkansas
302806741,Georgia
302808165,Florida
302808221,West Virginia
302808262,California
302808275,California
302808285,Massachusetts
302808299,North Carolina
302808305,California
302808335,Kansas
302808336,Ohio
302808381,Minnesota
302808395,Louisiana
302808404,Massachusetts
302808426,Pennsylvania
302808434,Indiana
302808436,Michigan
302808466,Pennsylvania
302808512,Florida
302808523,Washington
302808538,New York
302808568,Montana
302808605,Illinois
302808608,Colorado
302808627,Ohio
302808647,Texas
302808672,Michigan
302808673,Illinois
302808685,Florida
302808686,Washington
302808704,Ohio
302808712,Minnesota
302808727,California
302808859,New York
302808873,New Jersey
302808884,Massachusetts
302808885,Michigan
302808895,Minnesota
302808900,California
302808902,Georgia
302808904,New York
302808911,Florida
302808921,Ohio
302808927,New Jersey
302808937,Missouri
302808938,Oregon
302808943,Ohio
302808945,Arizona
302808978,New Hampshire
302809012,Delaware
302809115,Nevada
302809116,Georgia
302809125,Maryland
302809148,California
302809184,Pennsylvania
302809216,California
302809219,Wyoming
302809244,Oregon
302809245,Florida
302810033,Pennsylvania
302810728,Minnesota
302810729,Indiana
302810733,Massachusetts
302810743,Maryland
302810764,Nevada
302810806,Maryland
302810813,Illinois
302810824,West Virginia
302810836,Ohio
302810878,Arizona
302810904,Nebraska
302810924,California
302810934,Iowa
302810951,Wisconsin
302810985,Ohio
302811022,Montana
302811026,Georgia
302811030,Massachusetts
302811043,Pennsylvania
302811054,Texas
302811057,Arizona
302811060,Ohio
302811062,Tennessee
302811063,Texas
302811065,Massachusetts
302811083,Georgia
302811084,Missouri
302811091,Michigan
302811127,Georgia
302811135,Kansas
302811181,California
302811187,Michigan
302811236,California
302811244,Pennsylvania
302811259,Illinois
302811264,Pennsylvania
302811301,Indiana
302811304,Texas
302811305,Georgia
302811308,Mississippi
302811346,Pennsylvania
302811353,New York
302811358,Florida
302811361,Missouri
302811363,Ohio
302811376,Virginia
302811377,South Carolina
302811452,Washington
302811463,Arizona
302811503,Washington
302811561,Florida
302811585,Missouri
302811673,Nevada
302811947,Pennsylvania
302812912,Georgia
302813087,Virginia
302813097,California
302813122,California
302813153,Oregon
302813161,Arizona
302813217,Wisconsin
302813299,Iowa
302813309,Ohio
302813339,Florida
302813341,Pennsylvania
302813379,Illinois
302813390,South Carolina
302813417,New Hampshire
302813464,Nevada
302813494,Missouri
302813502,Connecticut
302813503,Michigan
302813535,Maryland
302813540,Washington
302813552,Georgia
302813559,Minnesota
302813563,Rhode Island
302813570,New York
302813579,Kansas
302813583,Michigan
302813630,Pennsylvania
302813631,Kansas
302813635,Missouri
302813686,Utah
302813730,Washington
302813731,Massachusetts
302813735,Texas
302813752,Virginia
302813755,Minnesota
302813765,Texas
302813766,Georgia
302813784,Oregon
302813785,Pennsylvania
302813793,Massachusetts
302813805,Iowa
302813808,New York
302813810,Pennsylvania
302813828,North Carolina
302813831,Ohio
302813850,Tennessee
302813852,New Hampshire
302813870,Wisconsin
302813871,Missouri
302813880,Georgia
302813889,Missouri
302813906,Texas
302813937,Tennessee
302813951,Florida
302813999,Maryland
302814046,Illinois
302814070,Wisconsin
302814146,Pennsylvania
302815536,North Carolina
302815545,Louisiana
302815548,Massachusetts
302815557,Arizona
302815563,Oklahoma
302815608,Texas
302815626,Oklahoma
302815709,Kentucky
302815722,Florida
302815738,Michigan
302815759,Texas
302815763,Virginia
302815775,Oregon
302815796,Tennessee
302815804,California
302815819,Arizona
302815829,Minnesota
302815838,Virginia
302815876,Pennsylvania
302815902,Pennsylvania
302815903,California
302815906,Kentucky
302815912,Michigan
302815913,North Carolina
302815973,Arizona
302815987,Nevada
302815992,Arizona
302816000,Illinois
302816027,Florida
302816063,Mississippi
302816091,California
302816126,Connecticut
302816139,Maryland
302816140,North Carolina
302816141,Kentucky
302816142,Missouri
302816145,California
302816155,Washington
302816163,Missouri
302816166,Washington
302816172,Michigan
302816193,Indiana
302816195,Pennsylvania
302816202,Tennessee
302816281,New Jersey
302816309,California
302816342,Colorado
302816373,Tennessee
302816526,California
302817437,New York
302817887,Utah
302817945,Colorado
302817960,Minnesota
302817969,Indiana
302818035,Ohio
302818036,Michigan
302818047,Virginia
302818113,New York
302818158,Indiana
302818165,California
302818265,Texas
302818267,Massachusetts
302818276,Tennessee
302818279,Alabama
302818280,Wisconsin
302818307,Tennessee
302818313,California
302818315,New York
302818322,Wisconsin
302818326,California
302818336,Missouri
302818337,Texas
302818347,New York
302818359,South Carolina
302818366,Arizona
302818371,Massachusetts
302818430,Virginia
302818431,North Carolina
302818435,Florida
302818478,Florida
302818552,Washington
302818574,Washington
302818593,California
302818597,California
302818598,Michigan
302818601,Ohio
302818612,Florida
302818613,Michigan
302818636,Florida
302818661,Michigan
302818665,Florida
302818668,Nevada
302818687,New York
302818695,Nevada
302818717,Wyoming
302818721,Florida
302818726,Indiana
302818738,Ohio
302818756,Massachusetts
302818764,Alabama
302818798,New York
302818814,North Carolina
302818897,Hawaii
302818901,Arizona
302819665,Minnesota
302819925,Pennsylvania
302819934,Idaho
302820272,New York
302820312,Oregon
302820318,North Carolina
302820354,California
302820387,New York
302820417,Pennsylvania
302820422,Massachusetts
302820498,North Carolina
302820519,Iowa
302820534,Florida
302820539,Colorado
302820542,Iowa
302820550,New Jersey
302820551,Kentucky
302820576,Florida
302820579,Florida
302820597,Texas
302820636,Michigan
302820664,Washington
302820707,Texas
302820708,Florida
302820746,New York
302820750,New York
302820752,North Carolina
302820762,Florida
302820772,California
302820793,Virginia
302820804,Oklahoma
302820811,California
302820842,Pennsylvania
302820936,Maine
302820942,Illinois
302820944,California
302820971,New York
302820987,Pennsylvania
302820992,Ohio
302820996,Florida
302821002,Wisconsin
302821015,Georgia
302821023,Ohio
302821046,New York
302821065,Ohio
302821074,New York
302821077,West Virginia
302821093,Pennsylvania
302821101,Colorado
302821103,New York
302821117,Missouri
302821118,Texas
302821122,New York
302821167,Arizona
302821180,Washington
302821182,Oregon
302822495,Texas
302822540,Michigan
302822809,California
302822825,Washington
302822834,California
302822848,Massachusetts
302822853,North Carolina
302822878,Missouri
302822930,Florida
302822964,Wisconsin
302822965,Colorado
302822974,New York
302822998,Florida
302823007,North Carolina
302823069,Florida
302823153,Connecticut
302823166,Florida
302823170,California
302823176,Louisiana
302823181,Florida
302823187,New York
302823213,Missouri
302823267,Arizona
302823278,Texas
302823299,Michigan
302823311,Maryland
302823329,Georgia
302823332,Tennessee
302823337,Michigan
302823338,New York
302823346,Georgia
302823356,Colorado
302823358,Connecticut
302823360,Maine
302823372,Wisconsin
302823379,Michigan
302823381,Texas
302823400,South Carolina
302823412,New York
302823443,Tennessee
302823459,Illinois
302823480,Pennsylvania
302823550,New York
302823560,Maryland
302823577,New York
302823605,Georgia
302823686,California
302824307,Indiana
302824922,New York
302825150,West Virginia
302825267,New York
302825280,New York
302825283,California
302825330,Kansas
302825341,Ohio
302825374,Pennsylvania
302825419,Arizona
302825438,New York
302825451,Missouri
302825459,Minnesota
302825462,Ohio
302825481,Michigan
302825502,Maryland
302825503,Maryland
302825507,Ohio
302825519,Pennsylvania
302825525,Texas
302825528,Pennsylvania
302825572,California
302825573,New York
302825583,Alaska
302825587,Ohio
302825603,Arizona
302825627,Florida
302825684,Illinois
302825777,New Jersey
302825790,Indiana
302825794,Virginia
302825815,Rhode Island
302825824,Florida
302825831,Missouri
302825833,Washington
302825857,Massachusetts
302825864,Ohio
302825872,New Mexico
302825881,Alabama
302825904,Tennessee
302826067,Virginia
302826097,North Carolina
302826646,Georgia
302826654,Virginia
302827251,Pennsylvania
302827258,Tennessee
302827486,Illinois
302827525,California
302827529,California
302827539,California
302827601,New Jersey
302827607,Kentucky
302827623,Arkansas
302827661,Missouri
302827701,Virginia
302827712,Texas
302827723,Washington
302827724,Iowa
302827727,Texas
302827745,Maryland
302827758,Michigan
302827765,Florida
302827786,Arizona
302827809,Texas
302827814,California
302827840,Arizona
302827849,Virginia
302827862,Pennsylvania
302827917,South Carolina
302827922,Wisconsin
302827934,Ohio
302828047,Maryland
302828057,Massachusetts
302828082,Minnesota
302828083,Indiana
302828084,Colorado
302828119,Washington
302828137,West Virginia
302828139,Texas
302828147,Oregon
302828169,Oklahoma
302828176,Illinois
302828185,Texas
302828230,Minnesota
302828251,Georgia
302828254,North Dakota
302828257,Iowa
302828272,Illinois
302828314,Kansas
302828322,Texas
302828347,Washington
302828981,Virginia
302829287,Virginia
302829462,New York
302829810,Texas
302829822,Massachusetts
302829888,Massachusetts
302830024,Tennessee
302830036,New York
302830052,New York
302830061,Connecticut
302830070,Idaho
302830090,California
302830099,Illinois
302830134,Ohio
302830139,California
302830141,Vermont
302830155,California
302830211,Oregon
302830214,Louisiana
302830228,North Carolina
302830229,Tennessee
302830269,Illinois
302830284,Idaho
302830288,Massachusetts
302830293,South Carolina
302830350,Maryland
302830454,Alabama
302830464,Illinois
302830467,Texas
302830469,Pennsylvania
302830484,Arizona
302830487,Texas
302830519,California
302830546,California
302830595,Ohio
302830598,New York
302830599,Oregon
302830613,New Jersey
302830617,Kentucky
302830625,North Carolina
302830644,Idaho
302830657,Michigan
302830660,Louisiana
302830669,California
302830672,Indiana
302830706,Ohio
302831960,Missouri
302832207,Minnesota
302832214,Delaware
302832248,New York
302832250,Florida
302832260,West Virginia
302832289,Missouri
302832303,Michigan
302832327,Massachusetts
302832364,Massachusetts
302832380,Florida
302832393,New Jersey
302832395,Minnesota
302832412,Arizona
302832427,Pennsylvania
302832444,South Carolina
302832446,Oklahoma
302832447,West Virginia
302832468,Florida
302832475,Georgia
302832494,Colorado
302832497,Florida
302832553,Alabama
302832559,Pennsylvania
302832581,New York
302832614,Ohio
302832615,Pennsylvania
302832623,New York
302832626,Pennsylvania
302832631,Oregon
302832633,New York
302832635,Minnesota
302832686,Arizona
302832702,Pennsylvania
302832713,Pennsylvania
302832715,Michigan
302832766,Ohio
302832797,Illinois
302832802,Texas
302832807,Florida
302832817,Indiana
302832827,Texas
302832828,Pennsylvania
302832832,Kansas
302832856,North Carolina
302832865,Illinois
302832876,Mississippi
302832879,Texas
302832886,Ohio
302832893,Michigan
302832914,Utah
302832922,North Carolina
302832946,Arizona
302832953,South Carolina
302832961,New Jersey
302832987,Maine
302833015,New York
302833019,Texas
302833024,Illinois
302834359,Georgia
302834362,Pennsylvania
302834606,Texas
302834640,Florida
302834678,New Jersey
302834733,Pennsylvania
302834754,Kansas
302834768,New York
302834800,Texas
302834805,Alaska
302834828,Georgia
302834852,Texas
302834929,Texas
302834955,Texas
302834965,Texas
302834968,Kentucky
302834985,Indiana
302835006,Maryland
302835007,Texas
302835019,Maryland
302835038,Texas
302835055,Idaho
302835075,Georgia
302835084,Texas
302835085,Massachusetts
302835118,Colorado
302835152,Texas
302835173,Texas
302835176,Massachusetts
302835177,Ohio
302835209,Oregon
302835225,Louisiana
302835241,Missouri
302835244,Indiana
302835245,Illinois
302835265,Pennsylvania
302835266,Texas
302835271,Maryland
302835286,Pennsylvania
302835299,North Carolina
302835342,Indiana
302835378,Pennsylvania
302835399,Florida
302835403,Florida
302835410,New York
302835419,Georgia
302835502,Michigan
302835608,Illinois
302835613,Kansas
302835815,Ohio
302836654,Illinois
302836904,Hawaii
302837020,California
302837078,Pennsylvania
302837079,Texas
302837107,Indiana
302837116,Texas
302837117,Louisiana
302837157,Wisconsin
302837182,Florida
302837194,Florida
302837200,Pennsylvania
302837214,New Jersey
302837224,Wisconsin
302837225,Texas
302837233,Michigan
302837281,Pennsylvania
302837293,Colorado
302837303,Utah
302837305,Texas
302837308,Florida
302837310,Ohio
302837317,Missouri
302837321,Texas
302837322,New York
302837361,Virginia
302837362,Minnesota
302837365,Illinois
302837371,Pennsylvania
302837375,North Carolina
302837493,Texas
302837504,Minnesota
302837508,Virginia
302837528,Ohio
302837548,Texas
302837571,Illinois
302837590,Ohio
302837601,Arkansas
302837619,Michigan
302837631,Maryland
302837633,Massachusetts
302837638,Arizona
302837644,Arizona
302837670,New Jersey
302837700,Wisconsin
302837721,New Jersey
302837733,New Hampshire
302837748,Illinois
302837759,Indiana
302837770,Ohio
302837775,West Virginia
302837779,Missouri
302837780,Missouri
302837792,Colorado
302837814,Massachusetts
302837832,Virginia
302837835,New Hampshire
302837836,Arizona
302837838,New York
302837848,Georgia
302838547,Washington
302839192,Texas
302839387,California
302839419,Nevada
302839426,Arizona
302839469,Georgia
302839492,Nebraska
302839500,Minnesota
302839511,Florida
302839517,South Carolina
302839540,Minnesota
302839543,Pennsylvania
302839555,Florida
302839596,Pennsylvania
302839610,Georgia
302839615,Kentucky
302839631,Ohio
302839635,Florida
302839673,Florida
302839693,Texas
302839704,Kentucky
302839709,West Virginia
302839714,Maryland
302839722,California
302839724,Illinois
302839770,New Jersey
302839797,Virginia
302839801,Massachusetts
302839814,Virginia
302839855,Minnesota
302839914,South Carolina
302839933,Arkansas
302839942,Washington
302839959,Minnesota
302839969,Florida
302839998,Missouri
302840005,North Carolina
302840014,California
302840015,Florida
302840017,North Carolina
302840020,Florida
302840034,New York
302840046,California
302840055,Indiana
302840056,Nevada
302840090,Florida
302840097,New Mexico
302840114,New Jersey
302840116,Kentucky
302840127,New York
302840141,Kentucky
302840187,Vermont
302840210,Missouri
302840214,Michigan
302840223,Indiana
302840233,Illinois
302840258,North Carolina
302840364,Vermont
302840366,Florida
302840368,Wisconsin
302840382,New Mexico
302840421,Washington
302840467,Rhode Island
302840530,California
302840864,Texas
302840873,New York
302841006,Oregon
302841055,Louisiana
302841124,Nebraska
302841145,New Hampshire
302842474,Kentucky
302842505,California
302842514,Texas
302842577,Florida
302842580,Wisconsin
302842581,Pennsylvania
302842593,Oklahoma
302842606,Oregon
302842638,Pennsylvania
302842645,Missouri
302842684,Texas
302842706,Ohio
302842707,Colorado
302842754,Hawaii
302842768,Georgia
302842778,Pennsylvania
302842781,Missouri
302842783,Tennessee
302842785,New Jersey
302842788,Wisconsin
302842813,Maryland
302842832,California
302842880,California
302842887,Michigan
302842907,Washington
302842936,Colorado
302842942,Maryland
302842944,Ohio
302842952,Michigan
302842968,Kentucky
302842969,Colorado
302842971,Nebraska
302842972,West Virginia
302842973,Maryland
302842991,Pennsylvania
302843024,Alabama
302843046,Wyoming
302843102,Illinois
302843177,Virginia
302843206,New York
302843234,California
302843262,Iowa
302843292,Texas
302843335,Michigan
302843878,Georgia
302843892,Georgia
302843909,Illinois
302843997,Virginia
302844019,New Jersey
302844271,North Carolina
302845327,California
302845341,Ohio
302845384,Virginia
302845409,Maryland
302845439,Iowa
302845452,Florida
302845453,Arizona
302845455,Georgia
302845471,Virginia
302845486,Florida
302845488,Pennsylvania
302845490,Florida
302845492,Pennsylvania
302845493,Florida
302845502,Florida
302845518,Iowa
302845519,Ohio
302845556,Maryland
302845557,Colorado
302845565,Massachusetts
302845584,Minnesota
302845608,Pennsylvania
302845610,Michigan
302845626,Maryland
302845657,Minnesota
302845672,New York
302845697,Minnesota
302845713,Louisiana
302845720,Texas
302845787,New York
302845821,North Carolina
302845824,California
302845827,Illinois
302845843,Texas
302845870,Florida
302845871,Arizona
302845875,Illinois
302845877,Virginia
302845898,California
302845902,Minnesota
302845925,Ohio
302845927,Wisconsin
302845935,North Carolina
302845937,South Carolina
302845943,California
302845996,Missouri
302846044,Montana
302846078,Illinois
302846120,Massachusetts
302846210,California
302846246,Pennsylvania
302846312,Nebraska
302846364,Oregon
302846370,Texas
302846874,Mississippi
302846875,North Carolina
302846951,Virginia
302847142,Georgia
302847154,Florida
302847238,Florida
302847255,New York
302847562,Michigan
302848167,Kentucky
302848282,Missouri
302848494,New York
302848515,Oregon
302848521,Florida
302848524,Indiana
302848550,New York
302848605,Kansas
302848620,Illinois
302848694,Virginia
302848696,Delaware
302848697,Illinois
302848702,Michigan
302848710,Wisconsin
302848716,Missouri
302848717,Florida
302848725,Texas
302848767,New Jersey
302848773,Indiana
302848807,New York
302848854,District of Columbia
302848876,Florida
302848903,Florida
302848907,Michigan
302848910,Nevada
302848919,Texas
302848927,Michigan
302848930,Texas
302848932,Tennessee
302848936,California
302848943,Florida
302848948,Washington
302848953,Nebraska
302848956,Connecticut
302848957,Pennsylvania
302848981,Wisconsin
302849000,Indiana
302849016,Ohio
302849032,Ohio
302849037,Virginia
302849058,South Carolina
302849076,Arkansas
302849079,New York
302849087,Texas
302849109,Texas
302849228,Virginia
302849258,Pennsylvania
302849313,Idaho
302849353,Kansas
302849396,West Virginia
302849398,New York
302849419,Ohio
302849520,Oklahoma
302849550,Iowa
302850112,Florida
302850162,Alabama
302850181,New York
302850208,Ohio
302850229,New York
302850349,Texas
302850597,Tennessee
302850682,Louisiana
302851260,South Carolina
302851336,Missouri
302851436,Vermont
302851574,California
302851594,Florida
302851676,California
302851685,Illinois
302851729,Missouri
302851731,Louisiana
302851754,Missouri
302851762,Ohio
302851781,Wisconsin
302851807,Connecticut
302851849,Michigan
302851859,New York
302851875,Indiana
302851898,Missouri
302851901,Arkansas
302851904,Ohio
302851909,California
302851915,Washington
302851923,Delaware
302851933,New Mexico
302851953,New Mexico
302851963,Kentucky
302852023,Illinois
302852065,Tennessee
302852072,Indiana
302852076,Illinois
302852080,Ohio
302852082,Texas
302852083,Illinois
302852089,Indiana
302852097,South Carolina
302852103,California
302852106,New Hampshire
302852124,Oregon
302852126,California
302852129,Indiana
302852130,Pennsylvania
302852138,Minnesota
302852160,North Carolina
302852273,Alabama
302852296,Vermont
302852340,Ohio
302852382,Pennsylvania
302852423,Pennsylvania
302852483,Tennessee
302852522,Wisconsin
302852524,Minnesota
302852528,Illinois
302852531,Illinois
302852585,Idaho
302852652,Wisconsin
302852673,Ohio
302852682,Ohio
302853120,Maryland
302853143,California
302853256,Ohio
302853467,Michigan
302853494,Connecticut
302853535,California
302853561,Minnesota
302853980,Texas
302854566,Massachusetts
302854581,Missouri
302854640,New York
302854835,Florida
302854842,Utah
302854881,Pennsylvania
302854893,Illinois
302854898,Arkansas
302854912,Massachusetts
302854928,New York
302854933,North Carolina
302854944,New York
302854945,Texas
302854951,New York
302854954,Virginia
302854996,Pennsylvania
302854997,Florida
302855011,Nebraska
302855042,New York
302855049,Indiana
302855052,Hawaii
302855072,Georgia
302855116,New York
302855126,Pennsylvania
302855130,Florida
302855160,Ohio
302855171,Indiana
302855198,New Jersey
302855200,Tennessee
302855244,Idaho
302855253,Arizona
302855254,Florida
302855260,Minnesota
302855265,Montana
302855273,Texas
302855274,Minnesota
302855281,Florida
302855292,New York
302855311,Oregon
302855335,Florida
302855343,New York
302855352,Wisconsin
302855372,New York
302855375,Colorado
302855385,New Jersey
302855387,District of Columbia
302855405,Missouri
302855444,North Carolina
302855531,Ohio
302855566,Pennsylvania
302855587,Florida
302855616,Florida
302855732,New York
302855736,Tennessee
302855797,Florida
302855924,Virginia
302856250,Wisconsin
302856266,Tennessee
302856472,New York
302856632,Pennsylvania
302856663,Minnesota
302856874,Colorado
302856918,Colorado
302857911,Arizona
302857922,Virginia
302857924,Louisiana
302857957,Ohio
302857982,Tennessee
302857986,California
302857987,Indiana
302858062,Virginia
302858068,Pennsylvania
302858077,Washington
302858085,North Carolina
302858095,Idaho
302858097,Illinois
302858119,Minnesota
302858120,Arizona
302858176,Florida
302858178,New Jersey
302858194,Michigan
302858235,Pennsylvania
302858242,Michigan
302858249,Colorado
302858256,Indiana
302858262,Massachusetts
302858265,Utah
302858359,Michigan
302858361,California
302858410,Maryland
302858414,North Carolina
302858426,New York
302858432,Missouri
302858440,Connecticut
302858441,Pennsylvania
302858457,Texas
302858459,Nevada
302858460,Georgia
302858462,California
302858466,California
302858471,Texas
302858520,Texas
302858524,Florida
302858525,Florida
302858567,New Jersey
302858591,Illinois
302858635,California
302858714,Idaho
302858783,Wisconsin
302858850,Arizona
302858860,New York
302859081,New Hampshire
302859084,Ohio
302859085,Florida
302859144,Mississippi
302859252,Missouri
302859371,New York
302859705,Pennsylvania
302859785,New Jersey
302859833,Florida
302859843,Florida
302859856,Wyoming
302859881,Georgia
302860832,Florida
302860962,Georgia
302861124,Alabama
302861126,Ohio
302861134,Arizona
302861162,Pennsylvania
302861172,Michigan
302861208,Rhode Island
302861213,Iowa
302861244,Illinois
302861245,Kentucky
302861246,New York
302861272,Florida
302861273,Florida
302861279,Massachusetts
302861288,Utah
302861300,District of Columbia
302861310,Oklahoma
302861317,Michigan
302861345,New Jersey
302861364,Oregon
302861372,Mississippi
302861390,Pennsylvania
302861397,Nebraska
302861404,Alaska
302861411,Texas
302861422,Illinois
302861448,Florida
302861451,Michigan
302861457,Illinois
302861461,Pennsylvania
302861466,Ohio
302861483,Pennsylvania
302861551,California
302861575,Iowa
302861602,Washington
302861612,New York
302861613,Arizona
302861636,Oregon
302861649,New York
302861696,Tennessee
302861713,Georgia
302861758,North Carolina
302861804,Texas
302861876,North Carolina
302861894,Florida
302861998,Florida
302862028,North Carolina
302862031,Texas
302862051,New York
302862053,Illinois
302862094,Ohio
302862276,New York
302862827,Indiana
302863273,Florida
302863826,Pennsylvania
302864046,Florida
302864064,Massachusetts
302864067,Virginia
302864077,Georgia
302864086,New Jersey
302864115,Maryland
302864156,Kentucky
302864177,Ohio
302864222,Florida
302864234,Nevada
302864254,Alabama
302864308,Florida
302864310,Florida
302864313,Kentucky
302864318,Arizona
302864353,Virginia
302864370,New York
302864380,South Carolina
302864386,Ohio
302864387,Michigan
302864423,Ohio
302864432,Texas
302864487,Georgia
302864501,Indiana
302864515,Kansas
302864540,Illinois
302864551,Oklahoma
302864554,Florida
302864555,Texas
302864556,New York
302864565,Nebraska
302864597,Missouri
302864602,Georgia
302864603,Connecticut
302864615,Michigan
302864624,Missouri
302864626,Ohio
302864632,Kentucky
302864703,Georgia
302864723,Virginia
302864988,Minnesota
302865060,Pennsylvania
302865206,Colorado
302865938,Washington
302866177,North Carolina
302866292,Indiana
302866953,California
302866994,Pennsylvania
302867011,Ohio
302867066,Kentucky
302867072,Vermont
302867076,Virginia
302867091,Colorado
302867095,Wyoming
302867098,Delaware
302867111,New York
302867118,Ohio
302867121,New Jersey
302867124,Kentucky
302867132,Illinois
302867151,Pennsylvania
302867167,Ohio
302867176,West Virginia
302867192,Oregon
302867194,North Carolina
302867201,Texas
302867204,New York
302867255,Arizona
302867261,Florida
302867262,Florida
302867264,Nevada
302867287,Connecticut
302867289,Colorado
302867298,Maryland
302867301,Illinois
302867302,Indiana
302867345,Massachusetts
302867358,Arizona
302867367,Colorado
302867408,North Carolina
302867414,North Carolina
302867427,New York
302867464,Georgia
302867468,California
302867470,California
302867474,Minnesota
302867477,Texas
302867505,Oklahoma
302867550,Oregon
302867553,New York
302867559,Illinois
302867657,Kansas
302867659,Pennsylvania
302867664,New York
302867665,Virginia
302867753,Texas
302867759,Wisconsin
302867805,Kentucky
302867806,North Carolina
302867810,New York
302867862,Iowa
302867910,Minnesota
302867959,Virginia
302868022,Arkansas
302868030,Kansas
302868051,Minnesota
302868078,New Jersey
302868843,Illinois
302869152,Indiana
302869786,Texas
302869796,Florida
302869976,California
302870006,Massachusetts
302870012,Delaware
302870016,Maine
302870024,Minnesota
302870033,Colorado
302870091,Oklahoma
302870107,Missouri
302870149,North Dakota
302870152,South Carolina
302870159,California
302870164,Minnesota
302870165,Tennessee
302870166,Ohio
302870179,Illinois
302870226,Louisiana
302870243,North Carolina
302870245,Florida
302870253,Pennsylvania
302870289,Alabama
302870290,Wisconsin
302870291,Georgia
302870294,Oklahoma
302870295,New Jersey
302870299,Minnesota
302870313,Indiana
302870329,Alabama
302870334,North Carolina
302870345,Colorado
302870366,North Carolina
302870367,Indiana
302870374,Kansas
302870377,Georgia
302870425,Texas
302870455,Texas
302870469,Tennessee
302870475,Texas
302870477,Pennsylvania
302870491,Florida
302870497,Ohio
302870512,Maryland
302870525,California
302870544,Louisiana
302870548,Colorado
302870549,Pennsylvania
302870553,Texas
302870575,Pennsylvania
302870583,Michigan
302870586,West Virginia
302870590,Maryland
302870635,California
302870646,California
302870651,Massachusetts
302870657,Georgia
302870697,Delaware
302870706,Illinois
302870712,Texas
302870717,New York
302870745,Florida
302870844,Maryland
302870883,Ohio
302870894,South Carolina
302870912,Illinois
302870932,North Carolina
302870955,Minnesota
302870960,Hawaii
302870995,California
302871033,Kentucky
302871042,Massachusetts
302871069,Texas
302871080,Tennessee
302871189,Tennessee
302871207,Virginia
302871692,Massachusetts
302871738,Oklahoma
302872391,California
302872471,Washington
302872814,Florida
302873051,Arkansas
302873053,Delaware
302873061,California
302873073,Florida
302873087,Minnesota
302873095,Michigan
302873119,Nevada
302873152,Nevada
302873163,Florida
302873179,New Jersey
302873183,Missouri
302873184,Texas
302873185,Wisconsin
302873186,Arkansas
302873201,Minnesota
302873252,Minnesota
302873301,Delaware
302873304,California
302873355,Florida
302873357,Pennsylvania
302873366,Massachusetts
302873368,Massachusetts
302873372,Ohio
302873375,Illinois
302873377,Colorado
302873394,Kansas
302873440,Virginia
302873444,Florida
302873469,Florida
302873473,Ohio
302873475,Florida
302873489,Kentucky
302873497,Missouri
302873499,California
302873516,California
302873530,North Carolina
302873549,Ohio
302873551,Texas
302873563,Michigan
302873565,Arizona
302873576,Rhode Island
302873587,Texas
302873611,Texas
302873612,New Mexico
302873614,Minnesota
302873631,Mississippi
302873634,Florida
302873680,Oregon
302873693,Iowa
302873706,Florida
302873710,Colorado
302873729,Texas
302873769,Oregon
302873819,Virginia
302873880,New York
302874000,Missouri
302874113,Ohio
302874217,Texas
302874249,New York
302874269,Florida
302874350,Alabama
302874391,Ohio
302874560,California
302875079,New York
302875088,New York
302875774,Arizona
302876014,California
302876054,California
302876077,Wisconsin
302876094,Tennessee
302876105,Texas
302876108,California
302876117,New Mexico
302876150,Indiana
302876164,Alabama
302876169,Florida
302876175,Maryland
302876209,Utah
302876231,Minnesota
302876243,Massachusetts
302876246,Illinois
302876289,California
302876299,Arizona
302876311,Florida
302876319,Virginia
302876325,California
302876341,Pennsylvania
302876342,Ohio
302876349,Kansas
302876357,Minnesota
302876360,Wisconsin
302876373,North Carolina
302876378,New Jersey
302876379,New Jersey
302876388,Florida
302876394,South Carolina
302876411,California
302876417,Colorado
302876423,District of Columbia
302876425,New York
302876469,Michigan
302876470,Georgia
302876471,Maryland
302876477,Texas
302876514,Georgia
302876577,Nebraska
302876584,New York
302876586,Illinois
302876587,New Jersey
302876589,Missouri
302876602,Indiana
302876604,Nebraska
302876608,Idaho
302876615,Maine
302876619,New Hampshire
302876632,Ohio
302876651,Florida
302876665,Maryland
302876675,Arizona
302876690,Illinois
302876691,Tennessee
302876701,Pennsylvania
302876719,District of Columbia
302876741,Kansas
302876784,Georgia
302876786,Ohio
302876808,Ohio
302876898,Oklahoma
302876934,Florida
302876990,Vermont
302876991,Kansas
302877002,Texas
302877053,Minnesota
302877068,North Carolina
302877087,Virginia
302877189,Minnesota
302877196,Illinois
302877314,Nevada
302877330,Florida
302877348,Arizona
302877709,Florida
302877724,Virginia
